year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
1996,fukuoka,11,0,"INOMOTO, TADAO",JCP,2,0,0,7.4,67,4,4,12741,273666,64.6,2856723
1996,fukushima,1,1,"SATO, TATSUO",LDP,1,2,1,40.4,59,4,1,102950,417509,62.5,13771111
1996,fukushima,1,2,"ISHIHARA, KENTARO",independent,99,2,0,36.6,59,4,2,93347,417509,62.5,7619503
1996,fukushima,1,2,"SATO, TSUNEHARU",SDP,9,1,0,15,60,4,3,38196,417509,62.5,10627834
1996,fukushima,1,0,"OKAZAKI, KATSUOA",JCP,2,0,0,8,58,4,4,20451,417509,62.5,3429481
1996,fukushima,2,1,"NEMOTO, TAKUMI",LDP,1,2,1,49.3,45,3,1,100102,322195,64.3,17622638
1996,fukushima,2,1,"MASHIKO, TERUHIKO",NFP,8,2,0,43.6,49,3,2,88661,322195,64.3,8729149
1996,fukushima,2,0,"HIDA, TOSHIMITSU",JCP,2,0,0,7.1,47,3,3,14412,322195,64.3,2769159
1996,fukushima,3,1,"ARAI, HIROYUKI",LDP,1,1,1,46.2,38,4,1,91747,287887,70.9,10606422
1996,fukushima,3,1,"GEMBA, KOICHIRO",DPJ,3,1,2,44.4,32,4,2,88214,287887,70.9,15679732
1996,fukushima,3,0,"SUZUKI, SHOICHIA",JCP,2,0,0,5.6,43,4,3,11031,287887,70.9,2776033
1996,fukushima,3,0,"SUZUKI, NAOYUKI",independent,99,0,0,3.9,49,4,4,7688,287887,70.9,3747535
1996,fukushima,4,1,"WATANABE, KOZOB",NFP,8,10,1,48.7,64,3,1,93960,258159,76.1,13108110
1996,fukushima,4,1,"SAITO, FUMIAKI",LDP,1,1,0,45.5,53,3,2,87643,258159,76.1,8473142
1996,fukushima,4,0,"HARADA, TOSHIHIRO",JCP,2,0,0,5.8,37,3,3,11226,258159,76.1,3034111
1996,fukushima,5,1,"SAKAMOTO, GOJI",NFP,8,3,1,38.2,51,4,1,79027,338936,61.9,9637438
1996,fukushima,5,1,"TANAKA, NAOKI",LDP,1,3,0,38.1,56,4,2,78690,338936,61.9,17769932
1996,fukushima,5,2,"SUZUKI, HISASHI",DPJ,3,1,0,16.5,56,4,3,34082,338936,61.9,12048851
1996,fukushima,5,0,"SATO, TOSHIHIKO",JCP,2,0,0,7.2,40,4,4,14862,338936,61.9,4190640
1996,gifu,1,1,"NODA, SEIKO",LDP,1,2,1,37.1,36,4,1,70799,318602,60.8,11143073
1996,gifu,1,1,"MATSUDA, IWAO",NFP,8,3,0,35.1,59,4,2,66892,318602,60.8,21500278
1996,gifu,1,1,"WATANABE, KAZO",DPJ,3,3,0,17.6,70,4,3,33640,318602,60.8,19412341
1996,gifu,1,0,"KINOSHITA, RITSUKO",JCP,2,0,0,10.2,49,4,4,19509,318602,60.8,3010816
1996,gifu,2,0,"TANAHASHI, YASUFUMI",LDP,1,1,1,51.7,33,3,1,94796,303005,62,15320554
1996,gifu,2,0,"KOJIMA, SHOJIRO",NFP,8,0,0,38.1,42,3,2,69808,303005,62,14284072
1996,gifu,2,0,"NISHIMOTO, YUJI",JCP,2,0,0,10.2,41,3,3,18640,303005,62,2736144
1996,gifu,3,1,"MUTO, KABUN",LDP,1,11,1,53.1,69,3,1,117933,385503,59.4,21140769
1996,gifu,3,0,"YOSHIOKA, TETSUO",NFP,8,0,0,33.8,48,3,2,75038,385503,59.4,14327411
1996,gifu,3,0,"KURATA, TAKUJI",JCP,2,0,0,13.1,64,3,3,29071,385503,59.4,2652506
1996,gifu,4,1,"FUJII, TAKAO",LDP,1,1,1,58.1,53,3,1,131976,337046,69.6,23348567
1996,gifu,4,0,"TAKAI, KAZUNOBU",NFP,8,0,0,29.5,55,3,2,67082,337046,69.6,9393601
1996,gifu,4,0,"SHIRAKAWA, MITSUO",JCP,2,0,0,12.4,61,3,3,28115,337046,69.6,2190860
1996,gifu,5,1,"FURUYA, KEIJI",LDP,1,2,1,42.4,43,5,1,79133,279909,68.1,15438005
1996,gifu,5,0,"ANDO, MICHIHIRO",NFP,8,0,0,27.1,61,5,2,50496,279909,68.1,10493698
1996,gifu,5,1,"YAMASHITA, YASUO",independent,99,4,0,18.6,54,5,3,34764,279909,68.1,11785893
1996,gifu,5,0,"INAGUMA, JIRO",JCP,2,0,0,7.1,71,5,4,13272,279909,68.1,3188457
1996,gifu,5,0,"KONDO, HIDEICHI",DPJ,3,0,0,4.8,41,5,5,8935,279909,68.1,8006202
1996,gunma,1,1,"OMI, KOJI",LDP,1,5,1,49.9,63,4,1,110103,376661,60.3,15664587
1996,gunma,1,2,"KUMAKAWA, TSUGIO",NFP,8,4,0,26.3,65,4,2,58025,376661,60.3,19290885
1996,gunma,1,0,"TAKAHASHI, HITOSHIA",DPJ,3,0,0,14.2,31,4,3,31358,376661,60.3,9343883
1996,gunma,1,0,"HASEGAWA, KAORU",JCP,2,0,0,9.6,46,4,4,21193,376661,60.3,1708867
1996,gunma,2,1,"SASAGAWA, TAKASHI",NFP,8,4,1,47.1,61,4,1,81026,310752,57.5,19052587
1996,gunma,2,0,"MORITA, OSAMU",LDP,1,0,0,34.5,47,4,2,59230,310752,57.5,15203629
1996,gunma,2,0,"KOSUGE, KEIJI",JCP,2,0,0,11.7,45,4,3,20183,310752,57.5,1412650
1996,gunma,2,0,"MOGAMI, SUSUMU",jiyu-rengo,10,0,0,6.7,55,4,4,11484,310752,57.5,3483551
1996,gunma,3,1,"YATSU, YOSHIO",LDP,1,2,1,51.5,62,4,1,85562,281239,61.5,21089137
1996,gunma,3,0,"SASAKAWA, HIROYOSHI",NFP,8,0,0,24.9,30,4,2,41452,281239,61.5,19981447
1996,gunma,3,0,"NAGANUMA, HIROMU",DPJ,3,0,0,17.4,46,4,3,28901,281239,61.5,11687750
1996,gunma,3,0,"SHIBUSAWA, TETSUO",JCP,2,0,0,6.2,37,4,4,10262,281239,61.5,1508233
1996,gunma,4,1,"FUKUDA, YASUO",LDP,1,2,1,46,60,4,1,73674,275345,60.5,17906620
1996,gunma,4,0,"KOMAI, MINORU",NFP,8,0,0,28.2,55,4,2,45134,275345,60.5,.
1996,gunma,4,0,"NAKAJIMA, MASAKI",DPJ,3,0,0,15.6,43,4,3,24977,275345,60.5,7147114
1996,gunma,4,0,"IIZUKA, TOSHIHIKO",JCP,2,0,0,10.3,41,4,4,16425,275345,60.5,888760
1996,gunma,5,1,"OBUCHI, KEIZO",LDP,1,12,1,70.7,59,3,1,127052,307022,61.9,15902509
1996,gunma,5,0,"SHIBAYAMA, MIYUKI",DPJ,3,0,0,18.5,48,3,2,33218,307022,61.9,8902156
1996,gunma,5,0,"SUMIYA, TERUHIKO",JCP,2,0,0,10.8,68,3,3,19438,307022,61.9,1409830
1996,hiroshima,1,1,"KISHIDA, FUMIO",LDP,1,2,1,44.1,39,7,1,64709,298892,50.1,16816791
1996,hiroshima,1,0,"NAKAHARA, KOJI",NFP,8,0,0,28.7,33,7,2,42108,298892,50.1,16824004
1996,hiroshima,1,0,"MATSUSAKA, CHIKO",SDP,9,0,0,8.4,37,7,3,12301,298892,50.1,4710156
1996,hiroshima,1,0,"HIRANO, MITSUNORI",JCP,2,0,0,7.6,44,7,4,11128,298892,50.1,680843
1996,hiroshima,1,0,"HORIMA, TEIKO",DPJ,3,0,0,6.6,51,7,5,9746,298892,50.1,6651366
1996,hiroshima,1,0,"NOBUI, YUKO",NJSP,21,0,0,4,30,7,6,5930,298892,50.1,5142446
1996,hiroshima,1,0,NIIMOTO HITOSHI,independent,99,0,0,0.6,46,7,7,939,298892,50.1,876573
1996,hiroshima,2,1,"AWAYA, TOSHINOBU",NFP,8,3,1,34.7,70,5,1,67876,362566,55.2,16596032
1996,hiroshima,2,0,"HINOKIDA, JIN",LDP,1,1,2,31.2,54,5,2,60986,362566,55.2,17745566
1996,hiroshima,2,1,"AKIBA, TADATOSHI",SDP,9,2,2,24.6,53,5,3,48142,362566,55.2,12011578
1996,hiroshima,2,0,"MAKINO, TERUKO",JCP,2,0,0,7.5,52,5,4,14688,362566,55.2,1261821
1996,hiroshima,2,0,"ITO, MASATOSHI",NJSP,21,0,0,2,49,5,5,3862,362566,55.2,5119258
1996,hiroshima,3,0,"KAWAI, KATSUYUKI",LDP,1,1,1,38.3,33,5,1,65928,316107,55.7,11512211
1996,hiroshima,3,0,"MASUHARA, YOSHITAKE",NFP,8,0,0,33.4,51,5,2,57516,316107,55.7,10559638
1996,hiroshima,3,0,"TSUJIKOMA, KEIZO",NJSP,21,0,0,10.9,40,5,3,18714,316107,55.7,8213150
1996,hiroshima,3,0,"KATAYAMA, HARUKO",SDP,9,0,0,9.6,66,5,4,16476,316107,55.7,5735068
1996,hiroshima,3,0,"TANAKA, TOMINORI",JCP,2,0,0,7.8,36,5,5,13506,316107,55.7,296172
1996,hiroshima,4,1,"NAKAGAWA, HIDENAO",LDP,1,6,1,69.7,52,3,1,97056,267565,55.5,17347481
1996,hiroshima,4,0,"AKIMITSU, TAMIE",NJSP,21,0,0,20,50,3,2,27875,267565,55.5,6247427
1996,hiroshima,4,0,"NISHIOKA, JUN",JCP,2,0,0,10.3,58,3,3,14365,267565,55.5,2197202
1996,hiroshima,5,1,"IKEDA, YUKIHIKO",LDP,1,8,1,59.7,59,4,1,105602,291529,63,13172594
1996,hiroshima,5,1,"MORII, CHURYO",DPJ,3,7,0,25.9,67,4,2,45849,291529,63,12937466
1996,hiroshima,5,0,"HACHIYAMA, YUKIMITSU",NJSP,21,0,0,8.4,65,4,3,14851,291529,63,7622394
1996,hiroshima,5,0,"HORIKOSHI, KAZUYUKI",JCP,2,0,0,5.9,54,4,4,10468,291529,63,568730
1996,hiroshima,6,1,"KAMEI, SHIZUKA",LDP,1,7,1,48.8,59,4,1,122071,345276,73.8,16924411
1996,hiroshima,6,0,"SATO, KOJI",NFP,8,0,0,35.4,37,4,2,88391,345276,73.8,13106468
1996,hiroshima,6,1,"KOMORI, TATSUKUNI",NJSP,21,2,0,11.6,64,4,3,29092,345276,73.8,5901271
1996,hiroshima,6,0,"HASHIMOTO, TOMOFUMI",JCP,2,0,0,4.2,52,4,4,10373,345276,73.8,2063910
1996,hiroshima,7,1,"MIYAZAWA, KIICHI",LDP,1,11,1,47.3,77,4,1,95045,348738,58.6,23462045
1996,hiroshima,7,1,"YANAGIDA, MINORU",NFP,8,2,0,34.7,41,4,2,69603,348738,58.6,10053148
1996,hiroshima,7,0,"TAKAHASHI, SHINSAKU",NJSP,21,0,0,10.6,63,4,3,21240,348738,58.6,5950317
1996,hiroshima,7,0,"SHIMIZU, MATSUTARO",JCP,2,0,0,7.4,63,4,4,14915,348738,58.6,1665229
1996,hokkaido,1,2,"YOKOMICHI, TAKAHIRO",DPJ,3,5,1,45.9,55,4,1,102577,412648,56.7,11148893
1996,hokkaido,1,0,"MASUGI, EIICHI",LDP,1,0,0,25.2,50,4,2,56265,412648,56.7,18126426
1996,hokkaido,1,0,"KOMURA, TEIZO",JCP,2,0,0,14.6,49,4,3,32703,412648,56.7,2693067
1996,hokkaido,1,0,"HASEGAWA, GAKU",independent,99,0,0,14.3,25,4,4,32019,412648,56.7,5346761
1996,hokkaido,2,1,"OSANAI, JUNICHI",NFP,8,2,1,34.7,49,5,1,73697,388568,57,15548523
1996,hokkaido,2,0,"YOSHIKAWA, TAKAMORI",LDP,1,0,2,29.9,46,5,2,63524,388568,57,18840226
1996,hokkaido,2,0,"YAMANE, YUKITSUGU",JCP,2,0,0,22.8,47,5,3,48273,388568,57,3060140
1996,hokkaido,2,0,"MATSUKI, KENKO",jiyu-rengo,10,0,0,9.4,37,5,4,20009,388568,57,20293673
1996,hokkaido,2,0,"SAWADA, KENICHI",others,100,0,0,3.1,32,5,5,6653,388568,57,1753560
1996,hokkaido,3,0,"ISHIZAKI, GAKU",LDP,1,1,1,26.3,41,5,1,54275,387306,54.3,10658195
1996,hokkaido,3,1,"ARAI, SATOSHI",DPJ,3,1,0,25,50,5,2,51479,387306,54.3,16945966
1996,hokkaido,3,0,"MITSUI, WAKIO",NFP,8,0,0,24.7,53,5,3,50902,387306,54.3,23468925
1996,hokkaido,3,2,"KODAMA, KENJI",JCP,2,3,2,19.7,63,5,4,40623,387306,54.3,3064732
1996,hokkaido,3,0,"UCHIMOTO, TOMOKA",NJSP,21,0,0,4.4,27,5,5,9010,387306,54.3,7976879
1996,hokkaido,4,1,"SATO, SHIZUO",LDP,1,3,1,30.7,55,4,1,58371,319260,61,10446262
1996,hokkaido,4,0,"SUZUKI, KOJIA",NFP,8,0,0,28.1,50,4,2,53332,319260,61,16749999
1996,hokkaido,4,1,"IKEDA, RYUICHI",DPJ,3,1,0,27.2,51,4,3,51714,319260,61,9941717
1996,hokkaido,4,0,"YAMATO, TOKIYA",JCP,2,0,0,14,60,4,4,26562,319260,61,2867590
1996,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,5,1,49.8,52,4,1,113282,397226,60.5,20484568
1996,hokkaido,5,0,"ONO, KENTARO",NFP,8,0,0,27.2,35,4,2,61846,397226,60.5,12209677
1996,hokkaido,5,0,"MIYAUCHI, SATOSHI",JCP,2,0,0,19.7,33,4,3,44885,397226,60.5,2206739
1996,hokkaido,5,0,"IKENAKA, MARIE",jiyu-rengo,10,0,0,3.3,54,4,4,7576,397226,60.5,10271581
1996,hokkaido,6,1,"SASAKI, HIDENORI",DPJ,3,3,1,48.7,62,4,1,76572,285728,56.3,16639029
1996,hokkaido,6,1,"IMAZU, HIROSHI",LDP,1,2,0,29.7,50,4,2,46609,285728,56.3,11724899
1996,hokkaido,6,0,"OGYU, KAZUTOSHI",JCP,2,0,0,10.8,46,4,3,16992,285728,56.3,2407141
1996,hokkaido,6,0,"SASAKI, EIICHI",independent,99,0,0,10.8,25,4,4,16982,285728,56.3,16795418
1996,hokkaido,7,1,"KANETA, EIKO",LDP,1,2,1,34.4,53,4,1,65955,274610,71.5,15535872
1996,hokkaido,7,0,"SAKURABA, YASUKI",DPJ,3,0,0,32.6,54,4,2,62549,274610,71.5,12784802
1996,hokkaido,7,2,"UEKUSA, YOSHITERU",NFP,8,5,0,27.2,57,4,3,52300,274610,71.5,17921008
1996,hokkaido,7,0,"MASHIKO, MASATADA",JCP,2,0,0,5.8,50,4,4,11149,274610,71.5,2332770
1996,hokkaido,8,1,"HACHIRO, YOSHIO",DPJ,3,3,1,47.5,48,3,1,110305,420820,57.4,11587852
1996,hokkaido,8,1,"SATO, KOKO",LDP,1,11,2,40.8,68,3,2,94700,420820,57.4,9194236
1996,hokkaido,8,0,"TAKAHASHI, KADAI",JCP,2,0,0,11.7,37,3,3,27058,420820,57.4,4029935
1996,hokkaido,9,1,"HATOYAMA, YUKIO",DPJ,3,4,1,52.8,49,3,1,131936,418266,62.5,14870198
1996,hokkaido,9,1,"TAKAHASHI, TATSUO",LDP,1,5,0,27.5,67,3,2,68793,418266,62.5,22137176
1996,hokkaido,9,0,"KAMI, TOMOKO",JCP,2,0,0,19.7,41,3,3,49196,418266,62.5,5527055
1996,hokkaido,10,1,"KODAIRA, TADAMASA",DPJ,3,3,1,49.8,54,3,1,100489,324395,65.2,13691598
1996,hokkaido,10,1,"WATANABE, SHOICHI",LDP,1,6,0,36,66,3,2,72641,324395,65.2,16148437
1996,hokkaido,10,0,"FUJISAKI, ISAO",JCP,2,0,0,14.2,64,3,3,28609,324395,65.2,5155129
1996,hokkaido,11,1,"NAKAGAWA, SHOICHI",LDP,1,5,1,53.5,43,3,1,97428,278439,67.3,23930704
1996,hokkaido,11,0,"IKEMOTO, RYUJI",DPJ,3,0,0,37,49,3,2,67250,278439,67.3,15578277
1996,hokkaido,11,0,"SATO, ITOE",JCP,2,0,0,9.5,50,3,3,17319,278439,67.3,1986409
1996,hokkaido,12,1,"TAKEBE, TSUTOMU",LDP,1,3,1,52,55,3,1,92114,268227,67.8,20108817
1996,hokkaido,12,1,"NAGAI, TETSUO",DPJ,3,1,0,39.5,46,3,2,69971,268227,67.8,13005630
1996,hokkaido,12,0,"MURAGUCHI, TERUMI",JCP,2,0,0,8.5,60,3,3,14976,268227,67.8,3161686
1996,hokkaido,13,1,"KITAMURA, NAOTO",NFP,8,4,1,42.8,49,4,1,83490,288283,68.8,22114325
1996,hokkaido,13,1,"SUZUKI, MUNEO",LDP,1,5,2,28.4,48,4,2,55491,288283,68.8,14841911
1996,hokkaido,13,0,"OKADA, ATSUSHI",DPJ,3,0,0,21.3,45,4,3,41565,288283,68.8,14759481
1996,hokkaido,13,0,"ISHIKAWA, AKEMI",JCP,2,0,0,7.5,45,4,4,14736,288283,68.8,3444628
1996,hyogo,1,1,"ISHII, HAJIME",NFP,8,8,1,33.6,62,5,1,52064,305396,52.5,4422243
1996,hyogo,1,0,"SUNADA, KEISUKE",LDP,1,1,2,32.4,62,5,2,50181,305396,52.5,9903312
1996,hyogo,1,0,"MATSUDA, TAKAHIKO",JCP,2,0,0,21.1,37,5,3,32744,305396,52.5,4119773
1996,hyogo,1,0,"UENO, KEIJI",NJSP,21,0,0,9.4,48,5,4,14508,305396,52.5,5435651
1996,hyogo,1,0,"MIYAUSHIRO, SHIGEKI",jiyu-rengo,10,0,0,3.6,50,5,5,5567,305396,52.5,.
1996,hyogo,2,1,"AKABA, KAZUYOSHI",NFP,8,1,1,34.2,38,5,1,63676,351513,54.5,11584215
1996,hyogo,2,0,"OKUTANI, TORU",LDP,1,0,0,29.3,45,5,2,54570,351513,54.5,9467389
1996,hyogo,2,0,"IMURA, HIROKO",JCP,2,0,0,18.6,50,5,3,34699,351513,54.5,2573298
1996,hyogo,2,1,"TAKAMI, YUICHI",sakigake,24,1,0,16.4,40,5,4,30537,351513,54.5,7294332
1996,hyogo,2,0,"SHIMIZU, WAICHIRO",others,100,0,0,1.5,58,5,5,2744,351513,54.5,.
1996,hyogo,3,1,"DOI, RYUICHI",others,100,2,1,34.8,57,5,1,57368,320501,53.7,6789229
1996,hyogo,3,0,"KATO, EIICHI",LDP,1,0,0,24.6,46,5,2,40556,320501,53.7,5352934
1996,hyogo,3,1,"OKAZAKI, HIROMI",NJSP,21,2,0,20.3,45,5,3,33487,320501,53.7,12790985
1996,hyogo,3,0,"FUKUDA, MICHIYO",JCP,2,0,0,16.9,50,5,4,27844,320501,53.7,4051621
1996,hyogo,3,0,"TANIGUCHI, SHUJI",others,100,0,0,3.4,45,5,5,5686,320501,53.7,.
1996,hyogo,4,1,"INOUE, KIICHI",NFP,8,4,1,49.5,64,4,1,110873,386834,59.4,17877668
1996,hyogo,4,0,"KONISHI, SHUNICHI",LDP,1,0,0,29.1,48,4,2,65224,386834,59.4,12444923
1996,hyogo,4,0,"KANEDA, MINEO",JCP,2,0,0,11,31,4,3,24649,386834,59.4,3910647
1996,hyogo,4,0,"YOSHIMURA, SEIJI",DPJ,3,0,0,10.4,31,4,4,23361,386834,59.4,4378928
1996,hyogo,5,1,"TANI, YOICHI",LDP,1,8,1,47.9,69,3,1,108180,342639,68.1,18524454
1996,hyogo,5,1,"YOSHIOKA, KENJI",others,100,2,0,40.7,58,3,2,91989,342639,68.1,10199108
1996,hyogo,5,0,"MAEDA, HITOSHI",JCP,2,0,0,11.4,44,3,3,25881,342639,68.1,3969508
1996,hyogo,6,1,"KOIKE, YURIKO",NFP,8,2,1,38.3,44,5,1,89672,424938,56.6,13001083
1996,hyogo,6,0,"SAKAUE, YOSHIHIDE",LDP,1,1,2,34.7,49,5,2,81398,424938,56.6,5500332
1996,hyogo,6,0,"SAEKI, TSUTOMU",JCP,2,0,0,13.8,50,5,3,32210,424938,56.6,3731666
1996,hyogo,6,0,"MAWAKI, HACHIZO",DPJ,3,0,0,11.4,32,5,4,26594,424938,56.6,8249123
1996,hyogo,6,0,"SUZUKI, KUNISHIGE",jiyu-rengo,10,0,0,1.9,58,5,5,4376,424938,56.6,2814641
1996,hyogo,7,1,"DOI, TAKAKO",SDP,9,9,1,46.6,67,4,1,102684,374570,60,12698371
1996,hyogo,7,0,"IMANISHI, EIJI",NFP,8,0,0,32.3,50,4,2,71288,374570,60,9708661
1996,hyogo,7,0,"KOEZUKA, HIROSHI",LDP,1,0,0,11.5,31,4,3,25437,374570,60,9388417
1996,hyogo,7,0,"ISOMI, KEIKO",JCP,2,0,0,9.5,39,4,4,21002,374570,60,2666431
1996,hyogo,8,1,"FUYUSHIBA, TETSUZO",NFP,8,3,1,34.3,60,7,1,70849,383659,54.9,11387013
1996,hyogo,8,0,"MUROI, KUNIHIKO",LDP,1,0,0,27,49,7,2,55844,383659,54.9,15801814
1996,hyogo,8,2,"FUJIKI, YOKO",JCP,2,1,2,19.9,63,7,3,41166,383659,54.9,3330082
1996,hyogo,8,0,"HATANAKA, ITSUO",DPJ,3,0,0,11.2,50,7,4,23231,383659,54.9,10585123
1996,hyogo,8,0,"KONISHI, JUNICHIRO",NJSP,21,0,0,4,43,7,5,8247,383659,54.9,4835078
1996,hyogo,8,0,"TAKEDA, MASAAKI",independent,99,0,0,2.9,48,7,6,6058,383659,54.9,3419321
1996,hyogo,8,0,"SUZUKI, TAKESHIB",jiyu-rengo,10,0,0,0.6,44,7,7,1312,383659,54.9,.
1996,hyogo,9,1,"MIYAMOTO, ICHIZO",NFP,8,2,1,38.4,65,4,1,75274,351403,57.3,7987957
1996,hyogo,9,1,"HARA, KENZABURO",LDP,1,20,2,34.4,89,4,2,67329,351403,57.3,15082624
1996,hyogo,9,0,"WAKAMIYA, KIYOSHI",DPJ,3,0,0,14.5,50,4,3,28515,351403,57.3,8971335
1996,hyogo,9,0,"ISHII, SUSUMU",JCP,2,0,0,12.7,56,4,4,24865,351403,57.3,3688507
1996,hyogo,10,2,"SHIOTA, SUSUMU",NFP,8,4,1,43.1,70,4,1,77919,320782,57.8,4194187
1996,hyogo,10,1,"TOKAI, KISABURO",sakigake,24,3,0,41.3,48,4,2,74615,320782,57.8,22171623
1996,hyogo,10,0,"OSUGI, TETSUO",JCP,2,0,0,9.3,48,4,3,16836,320782,57.8,3224638
1996,hyogo,10,0,"NAKANISHI, YUZO",NJSP,21,0,0,6.3,56,4,4,11432,320782,57.8,3320788
1996,hyogo,11,0,"TOIDA, TORU",LDP,1,1,1,32.8,44,5,1,64896,360286,55.9,6366376
1996,hyogo,11,0,"GOTO, TAKESHI",NFP,8,0,0,30.9,53,5,2,61185,360286,55.9,9563202
1996,hyogo,11,1,"GOTO, SHIGERU",DPJ,3,6,0,14.3,71,5,3,28303,360286,55.9,5685950
1996,hyogo,11,0,"MATSUMOTO, TAKEAKI",independent,99,0,0,13.8,37,5,4,27371,360286,55.9,10758066
1996,hyogo,11,0,"NANKO, IKATSUMI",JCP,2,0,0,8.1,57,5,5,15970,360286,55.9,3241421
1996,hyogo,12,0,"KOMOTO, SABURO",LDP,1,1,1,48.7,46,3,1,94936,306140,65.4,21075534
1996,hyogo,12,0,"YAMAGUCHI, TSUYOSHI",NFP,8,0,0,41.3,42,3,2,80408,306140,65.4,10433363
1996,hyogo,12,0,"OTA, KIYOYUKI",JCP,2,0,0,10,41,3,3,19492,306140,65.4,3656279
1996,ibaragi,1,1,"AKAGI, NORIHIKO",LDP,1,2,1,52.7,37,4,1,114796,391462,57,12080224
1996,ibaragi,1,1,"TSUKADA, ENJU",NFP,8,3,0,29,58,4,2,63069,391462,57,14931931
1996,ibaragi,1,2,"TOKIZAKI, YUJI",DPJ,3,1,0,11.4,56,4,3,24730,391462,57,7101366
1996,ibaragi,1,0,"SEKIDO, HIDEKO",JCP,2,0,0,7,50,4,4,15185,391462,57,3629533
1996,ibaragi,2,1,"NUKAGA, FUKUSHIRO",LDP,1,5,1,61.9,52,3,1,109139,332944,54.6,13657200
1996,ibaragi,2,0,"TOKOI, YOSHIHARU",NFP,8,0,0,30.7,41,3,2,54138,332944,54.6,8246003
1996,ibaragi,2,0,"YOKOKURA, TATSUSHI",JCP,2,0,0,7.4,57,3,3,13039,332944,54.6,3426642
1996,ibaragi,3,1,"NAKAYAMA, TOSHIO",LDP,1,8,1,50,71,4,1,89822,342895,54.4,14331526
1996,ibaragi,3,0,"NAGAOKA, YOJI",NFP,8,0,0,32.9,45,4,2,59080,342895,54.4,12274091
1996,ibaragi,3,0,"UENO, TAKASHI",JCP,2,0,0,14.9,32,4,3,26815,342895,54.4,3687076
1996,ibaragi,3,0,"ABE, AKIRA",jiyu-rengo,10,0,0,2.3,32,4,4,4090,342895,54.4,1817944
1996,ibaragi,4,1,"KAJIYAMA, SEIROKU",LDP,1,9,1,68.3,70,3,1,112977,286678,59.6,13306742
1996,ibaragi,4,0,"SAITO, ZENICHIRO",NFP,8,0,0,23,41,3,2,38028,286678,59.6,7899451
1996,ibaragi,4,0,"NEMOTO, MICHINAO",JCP,2,0,0,8.7,62,3,3,14325,286678,59.6,4044323
1996,ibaragi,5,1,"TSUKAHARA, SHUNPEI",LDP,1,8,1,51.5,49,4,1,69369,234738,59.4,15754364
1996,ibaragi,5,1,"OHATA, AKIHIRO",DPJ,3,3,2,39.8,49,4,2,53497,234738,59.4,14387529
1996,ibaragi,5,0,"FUJITA, KUNIYOSHI",JCP,2,0,0,7.2,45,4,3,9698,234738,59.4,3473438
1996,ibaragi,5,0,"TAKAGI, YUTAKA",independent,99,0,0,1.5,54,4,4,2007,234738,59.4,.
1996,ibaragi,6,1,"NIWA, YUYA",LDP,1,7,1,56.9,52,6,1,110495,381126,52.9,10892318
1996,ibaragi,6,0,"KOBAYASHI, KUNIO",NFP,8,0,0,20.3,48,6,2,39372,381126,52.9,11112819
1996,ibaragi,6,0,"KOMATSU, TOYOMASA",JCP,2,0,0,10.3,48,6,3,20035,381126,52.9,3664347
1996,ibaragi,6,0,"NAKAHARA, SHIGETO",sakigake,24,0,0,7.9,26,6,4,15410,381126,52.9,3116445
1996,ibaragi,6,0,"YANAGISAWA, MASAMI",NJSP,21,0,0,3.8,41,6,5,7369,381126,52.9,4392038
1996,ibaragi,6,0,"KANOYA, HIROKI",jiyu-rengo,10,0,0,0.8,30,6,6,1516,381126,52.9,1387987
1996,ibaragi,7,1,"NAKAMURA, KISHIRO",independent,99,8,1,53.6,47,4,1,100175,302096,63.7,9100519
1996,ibaragi,7,0,"TANAKA, KATSUYA",NFP,8,0,0,38.7,43,4,2,72208,302096,63.7,9500571
1996,ibaragi,7,0,"OJIMA, OSAMU",JCP,2,0,0,6.4,34,4,3,12032,302096,63.7,3840139
1996,ibaragi,7,0,"MAEKAWA, TOSHIAKI",jiyu-rengo,10,0,0,1.3,55,4,4,2348,302096,63.7,1821399
1996,ishikawa,1,1,"OKUDA, KEIWA",NFP,8,10,1,49.4,68,3,1,87329,339562,54.2,9863020
1996,ishikawa,1,0,"KUWABARA, YUTAKA",DPJ,3,1,2,40.2,51,3,2,71154,339562,54.2,12313278
1996,ishikawa,1,0,"NAITO, EIICHI",JCP,2,0,0,10.4,46,3,3,18431,339562,54.2,4016925
1996,ishikawa,2,1,"MORI, YOSHIRO",LDP,1,10,1,51.7,59,4,1,105586,292921,71.7,10850845
1996,ishikawa,2,0,"ICHIKAWA, YASUO",NFP,8,1,2,39.4,54,4,2,80534,292921,71.7,8195722
1996,ishikawa,2,0,"NISHIMURA, HIROSHI",JCP,2,0,0,5.1,42,4,3,10467,292921,71.7,730485
1996,ishikawa,2,0,"MOROHASHI, SHIGEICHI",independent,99,0,0,3.8,48,4,4,7793,292921,71.7,1186033
1996,ishikawa,3,1,"KAWARA, TSUTOMU",LDP,1,9,1,45.5,59,4,1,92820,279420,74.6,13797224
1996,ishikawa,3,0,"YATA, TOMIRO",independent,99,0,0,44.5,47,4,2,90798,279420,74.6,17556338
1996,ishikawa,3,0,"KAGINUSHI, MASANORI",DPJ,3,0,0,6.9,46,4,3,14129,279420,74.6,6860075
