year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
1996,chiba,12,現職,"HAMADA, YASUKAZU",LDP,1,2,当選,54,40,3,1,102570,379229,54.4,17389486,17.389486,0.54,45.85484232482221,当選,自民党
1996,chiba,12,新人,"MORITA, KEI",DPJ,3,0,落選,32.2,33,3,2,61083,379229,54.4,12094921,12.094921,0.322,31.893449604328783,落選,民主党
1996,chiba,12,新人,"KAWAKAMI, KINICHI",JCP,2,0,落選,13.8,66,3,3,26149,379229,54.4,4260420,4.26042,0.138,11.23442563727985,落選,共産党
1996,ehime,1,現職,"SEKIYA, KATSUTSUGU",LDP,1,8,当選,45.3,58,4,1,90305,356732,56.9,14881825,14.881825,0.45299999999999996,41.71710135339695,当選,自民党
1996,ehime,1,現職,"NAKAMURA, TOKIHIRO",NFP,8,1,落選,43.1,36,4,2,85794,356732,56.9,6218824,6.218824,0.431,17.432761849231355,落選,新進党
1996,ehime,1,新人,"SASAKI, IZUMI",JCP,2,0,落選,8.8,46,4,3,17437,356732,56.9,3056573,3.056573,0.08800000000000001,8.568261327831538,落選,共産党
1996,ehime,1,新人,"NAKAJIMA, KIYONOBU",NJSP,21,0,落選,2.8,52,4,4,5652,356732,56.9,3401567,3.401567,0.027999999999999997,9.535357074778826,落選,新社会党
1996,ehime,2,現職,"MURAKAMI, SEIICHIRO",LDP,1,4,当選,70.3,44,3,1,118966,297715,61.1,9488463,9.488463,0.703,31.870960482340493,当選,自民党
1996,ehime,2,新人,"UMEZAKI, YUKIO",SDP,9,0,落選,16,59,3,2,27060,297715,61.1,8698225,8.698225,0.16,29.216616562820146,落選,社民党
1996,ehime,2,新人,"TANIDA, KEIKO",JCP,2,0,落選,13.7,59,3,3,23143,297715,61.1,2607604,2.607604,0.13699999999999998,8.7587256268579,落選,共産党
1996,ehime,3,現職,"ONO, SHINYA",LDP,1,2,当選,52.6,41,4,1,80415,269457,58.3,15925710,15.92571,0.526,59.10297375833621,当選,自民党
1996,ehime,3,元職,"FUJITA, TAKATOSHI",SDP,9,8,落選,25.2,73,4,2,38484,269457,58.3,11017958,11.017958,0.252,40.889485149764155,落選,社民党
1996,ehime,3,新人,"HINO, KEISUKE",NFP,8,0,落選,14.4,60,4,3,22038,269457,58.3,8143445,8.143445,0.14400000000000002,30.22168657707909,落選,新進党
1996,ehime,3,新人,"HIRAMOTO, TETSURO",JCP,2,0,落選,7.8,53,4,4,11982,269457,58.3,2240250,2.24025,0.078,8.313942484329596,落選,共産党
1996,ehime,4,現職,"YAMAMOTO, KOICHIB",LDP,1,2,当選,61,49,3,1,113587,264704,72.1,17964826,17.964826,0.61,67.86760305851064,当選,自民党
1996,ehime,4,新人,"TAKAHASHI, EIGO",NFP,8,0,落選,32.9,56,3,2,61244,264704,72.1,6811570,6.81157,0.32899999999999996,25.732780766441007,落選,新進党
1996,ehime,4,新人,"IKEMOTO, KENICHI",JCP,2,0,落選,6.1,49,3,3,11314,264704,72.1,2204650,2.20465,0.061,8.32873700435203,落選,共産党
1996,fukui,1,現職,"SASAKI, RYUZO",NFP,8,2,当選,34,39,5,1,48214,214374,67,21676618,21.676618,0.34,101.11589091960779,当選,新進党
1996,fukui,1,新人,"MATSUMIYA, ISAO",independent,99,0,落選,28.8,52,5,2,40840,214374,67,16678829,16.678829,0.28800000000000003,77.80248071128028,落選,無所属
1996,fukui,1,現職,"HIRAIZUMI, WATARU",LDP,1,6,落選,22.8,66,5,3,32263,214374,67,18758159,18.758159,0.228,87.50202449923965,落選,自民党
1996,fukui,1,新人,"FURUKAWA, TASABURO",DPJ,3,0,落選,8.5,63,5,4,12022,214374,67,8114042,8.114042,0.085,37.849935160047394,落選,民主党
1996,fukui,1,新人,"KANEMOTO, SACHIE",JCP,2,0,落選,5.9,38,5,5,8369,214374,67,2963990,2.96399,0.059000000000000004,13.826256915484153,落選,共産党
1996,fukui,2,元職,"MAKINO, TAKAMORI",LDP,1,5,当選,52.4,70,3,1,79222,211335,72.8,14027347,14.027347,0.524,66.37493552889961,当選,自民党
1996,fukui,2,現職,"YAMAMOTO, TAKU",NFP,8,2,落選,43,44,3,2,65024,211335,72.8,8969965,8.969965,0.43,42.44429460335486,落選,新進党
1996,fukui,2,新人,"UNO, KUNIHIRO",JCP,2,0,落選,4.7,44,3,3,7078,211335,72.8,3094721,3.094721,0.047,14.643674734426385,落選,共産党
1996,fukui,3,現職,"TSUJI, KAZUHIKO",DPJ,3,5,当選,36.8,71,4,1,52473,210464,69.4,6882297,6.882297,0.368,32.70059012467691,当選,民主党
1996,fukui,3,新人,"TAKAGI, TSUYOSHI",LDP,1,0,落選,34.2,40,4,2,48762,210464,69.4,13317457,13.317457,0.342,63.276650638589025,落選,自民党
1996,fukui,3,新人,"MATSUDA, ATSUYUKI",NFP,8,0,落選,22.7,58,4,3,32426,210464,69.4,12322167,12.322167,0.22699999999999998,58.54762334651057,落選,新進党
1996,fukui,3,新人,"YOSHIDA, KAZUO",JCP,2,0,落選,6.3,71,4,4,8974,210464,69.4,3389623,3.389623,0.063,16.105476471035427,落選,共産党
1996,fukuoka,1,現職,"MATSUMOTO, RYU",DPJ,3,3,当選,46.7,45,4,1,74537,320338,51.7,21904621,21.904621,0.467,68.37971455150497,当選,民主党
1996,fukuoka,1,新人,"NISHIDA, TOJI",LDP,1,0,落選,35.5,45,4,2,56748,320338,51.7,8064930,8.06493,0.355,25.176313768581934,落選,自民党
1996,fukuoka,1,新人,"OGA, SAWAKO",JCP,2,0,落選,13.7,52,4,3,21839,320338,51.7,3872404,3.872404,0.13699999999999998,12.088494028182732,落選,共産党
1996,fukuoka,1,新人,"YAMAGUCHI, MINORU",others,100,0,落選,4.1,47,4,4,6629,320338,51.7,1898969,1.898969,0.040999999999999995,5.928016657405616,落選,その他
1996,fukuoka,2,現職,"YAMASAKI, TAKU",LDP,1,9,当選,49.2,59,5,1,98095,377309,54.2,18517891,18.517891,0.49200000000000005,49.07884784089433,当選,自民党
1996,fukuoka,2,現職,"YAMASAKI, HIROTARO",NFP,8,1,落選,36.7,55,5,2,73066,377309,54.2,14553435,14.553435,0.36700000000000005,38.57166142339568,落選,新進党
1996,fukuoka,2,新人,"NAGAO, MASAAKI",JCP,2,0,落選,9.6,54,5,3,19151,377309,54.2,1609967,1.609967,0.096,4.26697216339923,落選,共産党
1996,fukuoka,2,新人,"CHUGANJI, SUMITAKA",independent,99,0,落選,3.1,36,5,4,6242,377309,54.2,4100830,4.10083,0.031,10.868624920158279,落選,無所属
1996,fukuoka,2,新人,"OKACHI, MIDORI",jiyu-rengo,10,0,落選,1.3,37,5,5,2663,377309,54.2,3024814,3.024814,0.013000000000000001,8.016808504435357,落選,自由連合
1996,fukuoka,3,現職,"OTA, SEIICHI",LDP,1,6,当選,49,50,4,1,88953,335092,56.2,14712725,14.712725,0.49,43.90652417843458,当選,自民党
1996,fukuoka,3,新人,"NARAZAKI, KINYA",NFP,8,0,落選,36.8,53,4,2,66788,335092,56.2,4729914,4.729914,0.368,14.115269836343453,落選,新進党
1996,fukuoka,3,新人,"TAKADA, YUJI",JCP,2,0,落選,11.8,32,4,3,21421,335092,56.2,2749017,2.749017,0.11800000000000001,8.203767920451696,落選,共産党
1996,fukuoka,3,新人,"YANO, TADASHI",jiyu-rengo,10,0,落選,2.5,31,4,4,4560,335092,56.2,3845964,3.845964,0.025,11.477337566996527,落選,自由連合
1996,fukuoka,4,新人,"WATANABE, TOMOYOSHI",LDP,1,1,当選,50.4,55,4,1,86765,282650,62.9,19983724,19.983724,0.504,70.70130550150363,当選,自民党
1996,fukuoka,4,現職,"HIGASHI, JUNJI",NFP,8,2,落選,36.1,50,4,2,62051,282650,62.9,10384650,10.38465,0.361,36.74031487705643,落選,新進党
1996,fukuoka,4,新人,"YOSHIDA, TERUO",JCP,2,0,落選,11.2,75,4,3,19211,282650,62.9,2644266,2.644266,0.11199999999999999,9.355266230320185,落選,共産党
1996,fukuoka,4,新人,"HATAE, TAKASHI",jiyu-rengo,10,0,落選,2.3,47,4,4,3984,282650,62.9,2697284,2.697284,0.023,9.54284096939678,落選,自由連合
1996,fukuoka,5,元職,"HARADA, YOSHIAKI",LDP,1,2,当選,43.2,52,4,1,85399,349044,58.5,16514512,16.514512,0.43200000000000005,47.31355359209727,当選,自民党
1996,fukuoka,5,新人,"KUSUDA, MIKITO",NFP,8,0,落選,33.6,55,4,2,66353,349044,58.5,NA,NA,0.336,NA,落選,新進党
1996,fukuoka,5,新人,"SATO, KOZO",jiyu-rengo,10,0,落選,13.1,60,4,3,25810,349044,58.5,17144386,17.144386,0.131,49.11812264356356,落選,自由連合
1996,fukuoka,5,新人,"KIHARA, TAMIYA",JCP,2,0,落選,10.1,70,4,4,19895,349044,58.5,2795095,2.795095,0.10099999999999999,8.007858608083795,落選,共産党
1996,fukuoka,6,現職,"KOGA, MASAHIRO",NFP,8,4,当選,53.6,62,3,1,106262,350457,58.6,20922457,20.922457,0.536,59.700496779918794,当選,新進党
1996,fukuoka,6,新人,"NESHIRO, KEN",LDP,1,0,落選,36.2,55,3,2,71742,350457,58.6,18206652,18.206652,0.36200000000000004,51.9511723264195,落選,自民党
1996,fukuoka,6,新人,"MARUBAYASHI, HIDEHIKO",JCP,2,0,落選,10.3,54,3,3,20368,350457,58.6,3040657,3.040657,0.10300000000000001,8.676262708406453,落選,共産党
1996,fukuoka,7,現職,"KOGA, MAKOTOA",LDP,1,6,当選,42.2,56,4,1,90432,325447,67.1,17694207,17.694207,0.42200000000000004,54.36893564850805,当選,自民党
1996,fukuoka,7,新人,"SHIOTSUKA, KOICHI",NFP,8,0,落選,32.4,46,4,2,69305,325447,67.1,8464320,8.46432,0.324,26.008290136335564,落選,新進党
1996,fukuoka,7,現職,"HOSOYA, HARUMICHI",DPJ,3,2,落選,18.2,57,4,3,38885,325447,67.1,10664982,10.664982,0.182,32.770257522730276,落選,民主党
1996,fukuoka,7,新人,"KASAHARA, TADAO",JCP,2,0,落選,7.2,70,4,4,15452,325447,67.1,2914804,2.914804,0.07200000000000001,8.956309322255237,落選,共産党
1996,fukuoka,8,現職,"ASO, TARO",LDP,1,5,当選,50.5,56,3,1,114408,371803,63.1,7518455,7.518455,0.505,20.221609293093387,当選,自民党
1996,fukuoka,8,現職,"IWATA, JUNSUKE",DPJ,3,3,復活当選,35.7,59,3,2,80974,371803,63.1,11862326,11.862326,0.35700000000000004,31.904868976312724,落選,民主党
1996,fukuoka,8,新人,"HONDA, BUNKICHI",JCP,2,0,落選,13.8,65,3,3,31206,371803,63.1,2998798,2.998798,0.138,8.065556221977769,落選,共産党
1996,fukuoka,9,現職,"KITAHASHI, KENJI",NFP,8,3,当選,42.6,43,3,1,91757,392170,56.1,13447929,13.447929,0.426,34.29107019914833,当選,新進党
1996,fukuoka,9,現職,"MIHARA, ASAHIKO",sakigake,24,3,落選,35.7,49,3,2,76974,392170,56.1,16580963,16.580963,0.35700000000000004,42.2800392686845,落選,さきがけ
1996,fukuoka,9,元職,"OZAWA, KAZUAKI",JCP,2,3,落選,21.7,65,3,3,46656,392170,56.1,2885553,2.885553,0.217,7.357913659892394,落選,共産党
1996,fukuoka,10,現職,"JIMI, SHOZABURO",LDP,1,5,当選,43.9,50,4,1,95967,405912,55.3,14984231,14.984231,0.439,36.91497418159601,当選,自民党
1996,fukuoka,10,現職,"HIROTOMO, KAZUO",NFP,8,1,落選,37.4,52,4,2,81678,405912,55.3,22265391,22.265391,0.374,54.85275379885295,落選,新進党
1996,fukuoka,10,新人,"KINOSHITA, NORIO",JCP,2,0,落選,16.5,49,4,3,36118,405912,55.3,3022650,3.02265,0.165,7.446564772660084,落選,共産党
1996,fukuoka,10,新人,"NAKASHIMA, HIDETAKA",jiyu-rengo,10,0,落選,2.2,46,4,4,4826,405912,55.3,3333449,3.333449,0.022000000000000002,8.21224551134236,落選,自由連合
1996,fukuoka,11,現職,"YAMAMOTO, KOZO",NFP,8,2,当選,38.6,48,4,1,66798,273666,64.6,19068294,19.068294,0.386,69.67724890925435,当選,新進党
1996,fukuoka,11,現職,"NAKANISHI, SEKISUKE",SDP,9,8,復活当選,29.8,70,4,2,51569,273666,64.6,11616464,11.616464,0.298,42.447596705473096,落選,社民党
1996,fukuoka,11,新人,"TAKEDA, RYOTA",LDP,1,0,落選,24.3,28,4,3,42152,273666,64.6,14012505,14.012505,0.243,51.20294446515095,落選,自民党
1996,fukuoka,11,新人,"INOMOTO, TADAO",JCP,2,0,落選,7.4,67,4,4,12741,273666,64.6,2856723,2.856723,0.07400000000000001,10.438720922584464,落選,共産党
1996,fukushima,1,現職,"SATO, TATSUO",LDP,1,2,当選,40.4,59,4,1,102950,417509,62.5,13771111,13.771111,0.40399999999999997,32.98398597395505,当選,自民党
1996,fukushima,1,元職,"ISHIHARA, KENTARO",independent,99,2,落選,36.6,59,4,2,93347,417509,62.5,7619503,7.619503,0.366,18.24991317552436,落選,無所属
1996,fukushima,1,元職,"SATO, TSUNEHARU",SDP,9,1,落選,15,60,4,3,38196,417509,62.5,10627834,10.627834,0.15,25.455341082467683,落選,社民党
1996,fukushima,1,新人,"OKAZAKI, KATSUOA",JCP,2,0,落選,8,58,4,4,20451,417509,62.5,3429481,3.429481,0.08,8.214148677034506,落選,共産党
1996,fukushima,2,現職,"NEMOTO, TAKUMI",LDP,1,2,当選,49.3,45,3,1,100102,322195,64.3,17622638,17.622638,0.493,54.69556634957091,当選,自民党
1996,fukushima,2,現職,"MASHIKO, TERUHIKO",NFP,8,2,落選,43.6,49,3,2,88661,322195,64.3,8729149,8.729149,0.436,27.092751284160215,落選,新進党
1996,fukushima,2,新人,"HIDA, TOSHIMITSU",JCP,2,0,落選,7.1,47,3,3,14412,322195,64.3,2769159,2.769159,0.071,8.594667825385248,落選,共産党
1996,fukushima,3,現職,"ARAI, HIROYUKI",LDP,1,1,当選,46.2,38,4,1,91747,287887,70.9,10606422,10.606422,0.462,36.84230965621928,当選,自民党
1996,fukushima,3,現職,"GEMBA, KOICHIRO",DPJ,3,1,復活当選,44.4,32,4,2,88214,287887,70.9,15679732,15.679732,0.444,54.46488379120974,落選,民主党
1996,fukushima,3,新人,"SUZUKI, SHOICHIA",JCP,2,0,落選,5.6,43,4,3,11031,287887,70.9,2776033,2.776033,0.055999999999999994,9.642786926815035,落選,共産党
1996,fukushima,3,新人,"SUZUKI, NAOYUKI",independent,99,0,落選,3.9,49,4,4,7688,287887,70.9,3747535,3.747535,0.039,13.017381819950188,落選,無所属
1996,fukushima,4,現職,"WATANABE, KOZOB",NFP,8,10,当選,48.7,64,3,1,93960,258159,76.1,13108110,13.10811,0.48700000000000004,50.77533613005938,当選,新進党
1996,fukushima,4,現職,"SAITO, FUMIAKI",LDP,1,1,落選,45.5,53,3,2,87643,258159,76.1,8473142,8.473142,0.455,32.82140851180861,落選,自民党
1996,fukushima,4,新人,"HARADA, TOSHIHIRO",JCP,2,0,落選,5.8,37,3,3,11226,258159,76.1,3034111,3.034111,0.057999999999999996,11.75287710287071,落選,共産党
1996,fukushima,5,現職,"SAKAMOTO, GOJI",NFP,8,3,当選,38.2,51,4,1,79027,338936,61.9,9637438,9.637438,0.382,28.43438879316449,当選,新進党
1996,fukushima,5,現職,"TANAKA, NAOKI",LDP,1,3,落選,38.1,56,4,2,78690,338936,61.9,17769932,17.769932,0.381,52.42857648641631,落選,自民党
1996,fukushima,5,元職,"SUZUKI, HISASHI",DPJ,3,1,落選,16.5,56,4,3,34082,338936,61.9,12048851,12.048851,0.165,35.54904465739845,落選,民主党
1996,fukushima,5,新人,"SATO, TOSHIHIKO",JCP,2,0,落選,7.2,40,4,4,14862,338936,61.9,4190640,4.19064,0.07200000000000001,12.364104137654307,落選,共産党
1996,gifu,1,現職,"NODA, SEIKO",LDP,1,2,当選,37.1,36,4,1,70799,318602,60.8,11143073,11.143073,0.371,34.97489971814364,当選,自民党
1996,gifu,1,現職,"MATSUDA, IWAO",NFP,8,3,落選,35.1,59,4,2,66892,318602,60.8,21500278,21.500278,0.35100000000000003,67.48318591848137,落選,新進党
1996,gifu,1,現職,"WATANABE, KAZO",DPJ,3,3,落選,17.6,70,4,3,33640,318602,60.8,19412341,19.412341,0.17600000000000002,60.929752481152036,落選,民主党
1996,gifu,1,新人,"KINOSHITA, RITSUKO",JCP,2,0,落選,10.2,49,4,4,19509,318602,60.8,3010816,3.010816,0.102,9.450085059101951,落選,共産党
1996,gifu,2,新人,"TANAHASHI, YASUFUMI",LDP,1,1,当選,51.7,33,3,1,94796,303005,62,15320554,15.320554,0.517,50.562050131185956,当選,自民党
1996,gifu,2,新人,"KOJIMA, SHOJIRO",NFP,8,0,落選,38.1,42,3,2,69808,303005,62,14284072,14.284072,0.381,47.14137390472104,落選,新進党
1996,gifu,2,新人,"NISHIMOTO, YUJI",JCP,2,0,落選,10.2,41,3,3,18640,303005,62,2736144,2.736144,0.102,9.03002920743882,落選,共産党
1996,gifu,3,現職,"MUTO, KABUN",LDP,1,11,当選,53.1,69,3,1,117933,385503,59.4,21140769,21.140769,0.531,54.83944093820281,当選,自民党
1996,gifu,3,新人,"YOSHIOKA, TETSUO",NFP,8,0,落選,33.8,48,3,2,75038,385503,59.4,14327411,14.327411,0.33799999999999997,37.1654980635689,落選,新進党
1996,gifu,3,新人,"KURATA, TAKUJI",JCP,2,0,落選,13.1,64,3,3,29071,385503,59.4,2652506,2.652506,0.131,6.880636467161086,落選,共産党
1996,gifu,4,現職,"FUJII, TAKAO",LDP,1,1,当選,58.1,53,3,1,131976,337046,69.6,23348567,23.348567,0.581,69.27412578698457,当選,自民党
1996,gifu,4,新人,"TAKAI, KAZUNOBU",NFP,8,0,落選,29.5,55,3,2,67082,337046,69.6,9393601,9.393601,0.295,27.870382677735382,落選,新進党
1996,gifu,4,新人,"SHIRAKAWA, MITSUO",JCP,2,0,落選,12.4,61,3,3,28115,337046,69.6,2190860,2.19086,0.124,6.5001809841980025,落選,共産党
1996,gifu,5,現職,"FURUYA, KEIJI",LDP,1,2,当選,42.4,43,5,1,79133,279909,68.1,15438005,15.438005,0.424,55.1536570814086,当選,自民党
1996,gifu,5,新人,"ANDO, MICHIHIRO",NFP,8,0,落選,27.1,61,5,2,50496,279909,68.1,10493698,10.493698,0.271,37.48967700216856,落選,新進党
1996,gifu,5,現職,"YAMASHITA, YASUO",independent,99,4,落選,18.6,54,5,3,34764,279909,68.1,11785893,11.785893,0.18600000000000003,42.1061595018381,落選,無所属
1996,gifu,5,新人,"INAGUMA, JIRO",JCP,2,0,落選,7.1,71,5,4,13272,279909,68.1,3188457,3.188457,0.071,11.391048519340215,落選,共産党
1996,gifu,5,新人,"KONDO, HIDEICHI",DPJ,3,0,落選,4.8,41,5,5,8935,279909,68.1,8006202,8.006202,0.048,28.602874505642905,落選,民主党
1996,gunma,1,現職,"OMI, KOJI",LDP,1,5,当選,49.9,63,4,1,110103,376661,60.3,15664587,15.664587,0.499,41.58802477559397,当選,自民党
1996,gunma,1,元職,"KUMAKAWA, TSUGIO",NFP,8,4,落選,26.3,65,4,2,58025,376661,60.3,19290885,19.290885,0.263,51.215509436867634,落選,新進党
1996,gunma,1,新人,"TAKAHASHI, HITOSHIA",DPJ,3,0,落選,14.2,31,4,3,31358,376661,60.3,9343883,9.343883,0.142,24.807142231343303,落選,民主党
1996,gunma,1,新人,"HASEGAWA, KAORU",JCP,2,0,落選,9.6,46,4,4,21193,376661,60.3,1708867,1.708867,0.096,4.53688329824431,落選,共産党
1996,gunma,2,現職,"SASAGAWA, TAKASHI",NFP,8,4,当選,47.1,61,4,1,81026,310752,57.5,19052587,19.052587,0.47100000000000003,61.31122888991865,当選,新進党
1996,gunma,2,新人,"MORITA, OSAMU",LDP,1,0,落選,34.5,47,4,2,59230,310752,57.5,15203629,15.203629,0.345,48.925281253218,落選,自民党
1996,gunma,2,新人,"KOSUGE, KEIJI",JCP,2,0,落選,11.7,45,4,3,20183,310752,57.5,1412650,1.41265,0.11699999999999999,4.545907990938112,落選,共産党
1996,gunma,2,新人,"MOGAMI, SUSUMU",jiyu-rengo,10,0,落選,6.7,55,4,4,11484,310752,57.5,3483551,3.483551,0.067,11.210067835444342,落選,自由連合
1996,gunma,3,現職,"YATSU, YOSHIO",LDP,1,2,当選,51.5,62,4,1,85562,281239,61.5,21089137,21.089137,0.515,74.98653102876912,当選,自民党
1996,gunma,3,新人,"SASAKAWA, HIROYOSHI",NFP,8,0,落選,24.9,30,4,2,41452,281239,61.5,19981447,19.981447,0.249,71.04792365212506,落選,新進党
1996,gunma,3,新人,"NAGANUMA, HIROMU",DPJ,3,0,落選,17.4,46,4,3,28901,281239,61.5,11687750,11.68775,0.174,41.558069826731,落選,民主党
1996,gunma,3,新人,"SHIBUSAWA, TETSUO",JCP,2,0,落選,6.2,37,4,4,10262,281239,61.5,1508233,1.508233,0.062,5.362815967913412,落選,共産党
1996,gunma,4,現職,"FUKUDA, YASUO",LDP,1,2,当選,46,60,4,1,73674,275345,60.5,17906620,17.90662,0.46,65.03339446875738,当選,自民党
1996,gunma,4,新人,"KOMAI, MINORU",NFP,8,0,落選,28.2,55,4,2,45134,275345,60.5,NA,NA,0.282,NA,落選,新進党
1996,gunma,4,新人,"NAKAJIMA, MASAKI",DPJ,3,0,落選,15.6,43,4,3,24977,275345,60.5,7147114,7.147114,0.156,25.956941291833882,落選,民主党
1996,gunma,4,新人,"IIZUKA, TOSHIHIKO",JCP,2,0,落選,10.3,41,4,4,16425,275345,60.5,888760,0.88876,0.10300000000000001,3.2278051172165827,落選,共産党
1996,gunma,5,現職,"OBUCHI, KEIZO",LDP,1,12,当選,70.7,59,3,1,127052,307022,61.9,15902509,15.902509,0.7070000000000001,51.7959918181759,当選,自民党
1996,gunma,5,新人,"SHIBAYAMA, MIYUKI",DPJ,3,0,落選,18.5,48,3,2,33218,307022,61.9,8902156,8.902156,0.185,28.9951729843464,落選,民主党
1996,gunma,5,新人,"SUMIYA, TERUHIKO",JCP,2,0,落選,10.8,68,3,3,19438,307022,61.9,1409830,1.40983,0.10800000000000001,4.591951065395965,落選,共産党
1996,hiroshima,1,現職,"KISHIDA, FUMIO",LDP,1,2,当選,44.1,39,7,1,64709,298892,50.1,16816791,16.816791,0.441,56.26377086037766,当選,自民党
1996,hiroshima,1,新人,"NAKAHARA, KOJI",NFP,8,0,落選,28.7,33,7,2,42108,298892,50.1,16824004,16.824004,0.287,56.28790332293939,落選,新進党
1996,hiroshima,1,新人,"MATSUSAKA, CHIKO",SDP,9,0,落選,8.4,37,7,3,12301,298892,50.1,4710156,4.710156,0.084,15.75872221404387,落選,社民党
1996,hiroshima,1,新人,"HIRANO, MITSUNORI",JCP,2,0,落選,7.6,44,7,4,11128,298892,50.1,680843,0.680843,0.076,2.277889672523855,落選,共産党
1996,hiroshima,1,新人,"HORIMA, TEIKO",DPJ,3,0,落選,6.6,51,7,5,9746,298892,50.1,6651366,6.651366,0.066,22.253409258193596,落選,民主党
1996,hiroshima,1,新人,"NOBUI, YUKO",NJSP,21,0,落選,4,30,7,6,5930,298892,50.1,5142446,5.142446,0.04,17.20503057960735,落選,新社会党
1996,hiroshima,1,新人,NIIMOTO HITOSHI,independent,99,0,落選,0.6,46,7,7,939,298892,50.1,876573,0.876573,0.006,2.932741592280824,落選,無所属
1996,hiroshima,2,現職,"AWAYA, TOSHINOBU",NFP,8,3,当選,34.7,70,5,1,67876,362566,55.2,16596032,16.596032,0.34700000000000003,45.77382324873265,当選,新進党
1996,hiroshima,2,新人,"HINOKIDA, JIN",LDP,1,1,復活当選,31.2,54,5,2,60986,362566,55.2,17745566,17.745566,0.312,48.94437426565094,落選,自民党
1996,hiroshima,2,現職,"AKIBA, TADATOSHI",SDP,9,2,復活当選,24.6,53,5,3,48142,362566,55.2,12011578,12.011578,0.24600000000000002,33.129355758675665,落選,社民党
1996,hiroshima,2,新人,"MAKINO, TERUKO",JCP,2,0,落選,7.5,52,5,4,14688,362566,55.2,1261821,1.261821,0.075,3.480251871383417,落選,共産党
1996,hiroshima,2,新人,"ITO, MASATOSHI",NJSP,21,0,落選,2,49,5,5,3862,362566,55.2,5119258,5.119258,0.02,14.119520308026676,落選,新社会党
1996,hiroshima,3,新人,"KAWAI, KATSUYUKI",LDP,1,1,当選,38.3,33,5,1,65928,316107,55.7,11512211,11.512211,0.38299999999999995,36.41871581458177,当選,自民党
1996,hiroshima,3,新人,"MASUHARA, YOSHITAKE",NFP,8,0,落選,33.4,51,5,2,57516,316107,55.7,10559638,10.559638,0.33399999999999996,33.40526467303793,落選,新進党
1996,hiroshima,3,新人,"TSUJIKOMA, KEIZO",NJSP,21,0,落選,10.9,40,5,3,18714,316107,55.7,8213150,8.21315,0.109,25.98218324807739,落選,新社会党
1996,hiroshima,3,新人,"KATAYAMA, HARUKO",SDP,9,0,落選,9.6,66,5,4,16476,316107,55.7,5735068,5.735068,0.096,18.142806075158095,落選,社民党
1996,hiroshima,3,新人,"TANAKA, TOMINORI",JCP,2,0,落選,7.8,36,5,5,13506,316107,55.7,296172,0.296172,0.078,0.9369359109415483,落選,共産党
1996,hiroshima,4,現職,"NAKAGAWA, HIDENAO",LDP,1,6,当選,69.7,52,3,1,97056,267565,55.5,17347481,17.347481,0.6970000000000001,64.83464204959543,当選,自民党
1996,hiroshima,4,新人,"AKIMITSU, TAMIE",NJSP,21,0,落選,20,50,3,2,27875,267565,55.5,6247427,6.247427,0.2,23.349193653878498,落選,新社会党
1996,hiroshima,4,新人,"NISHIOKA, JUN",JCP,2,0,落選,10.3,58,3,3,14365,267565,55.5,2197202,2.197202,0.10300000000000001,8.211843851026853,落選,共産党
1996,hiroshima,5,現職,"IKEDA, YUKIHIKO",LDP,1,8,当選,59.7,59,4,1,105602,291529,63,13172594,13.172594,0.597,45.18450651564682,当選,自民党
1996,hiroshima,5,現職,"MORII, CHURYO",DPJ,3,7,落選,25.9,67,4,2,45849,291529,63,12937466,12.937466,0.259,44.37797268882341,落選,民主党
1996,hiroshima,5,新人,"HACHIYAMA, YUKIMITSU",NJSP,21,0,落選,8.4,65,4,3,14851,291529,63,7622394,7.622394,0.084,26.14626332200227,落選,新社会党
